Cast % (All)
 on 20014116 == -0.01s
 on 20014037 == -0.01s
 on 20014034 == -0.01s
 on 20014027 == -0.01s
 on 20010018 == -0.01s
 on 20010059 == -0.01s
 on 20014502 == -0.01s
 on 20010167 == -0.01s
 on 20014530 == -0.01s
 on 20010172 == -0.01s
 on 20014536 == -0.01s
 on 20016954 == -0.01s
 on 20000516 == -0.01s
 on 20000508 == -0.01s
 on 20016986 == -0.01s
 on 20016301 == -0.01s
 on 20016912 == -0.01s
 on 20016317 == -0.01s
 on 20009024 == -0.01s
 on 20016865 == -0.01s
 on 20006047 == -0.01s
 on 20006016 == -0.01s
 on 20009107 == -0.01s
 on 20003129 == -0.01s
 on 20006013 == -0.01s
 on 20003042 == -0.01s
 on 20006012 == -0.01s
 on 20016347 == -0.01s
 on 20016899 == -0.01s
 on 20000696 == -0.01s
 on 20009532 == -0.01s
 on 20000572 == -0.01s
 on 20000561 == -0.01s
 on 20000556 == -0.01s
 on 20000555 == -0.01s
 on 20016342 == -0.01s
 on 20008684 == -0.01s
 on 20005637 == -0.01s
 on 20010002 == -0.01s
 on 20010518 == -0.01s
 on 20005501 == -0.01s
 on 20016424 == -0.01s
 on 20016394 == -0.01s
 on 20016391 == -0.01s
 on 20015599 == -0.01s
 on 20015579 == -0.01s
 on 20015547 == -0.01s
 on 20015539 == -0.01s
 on 20001061 == -0.01s
 on 20001043 == -0.01s
 on 20016808 == -0.01s
 on 20001032 == -0.01s
 on 20015509 == -0.01s
 on 20010655 == -0.01s
 on 20015530 == -0.01s
 on 20016836 == -0.01s
 on 20010597 == -0.01s
 on 20005564 == -0.01s
 on 20013568 == 0.00s
 on 20004510 == 0.00s
 on 20006536 == 0.00s
 on 20016374 == 0.00s
 on 20016345 == 0.00s
 on 20015099 == 0.00s
 on 20016213 == 0.00s
 on 20007032 == 0.00s
 on 20006007 == 0.00s
 on 20016139 == 0.00s
 on 20016080 == 0.00s
 on 20009548 == 0.00s
 on 20000524 == 0.00s
 on 20011099 == 0.00s
 on 20007571 == 0.00s
 on 20016379 == 0.00s
 on 20013036 == 0.00s
 on 20005024 == 0.00s
 on 20015093 == 0.00s
 on 20016198 == 0.00s
 on 20006060 == 0.00s
 on 20006039 == 0.00s
 on 20002076 == 0.00s
 on 20008020 == 0.00s
 on 20006598 == 0.00s
 on 20011011 == 0.00s
 on 20013012 == 0.00s
 on 20004567 == 0.00s
 on 20003065 == 0.00s
 on 20003059 == 0.00s
 on 20011036 == 0.00s
 on 20012530 == 0.00s
 on 20003027 == 0.00s
 on 20014518 == 0.00s
 on 20000050 == 0.00s
 on 20014080 == 0.00s
 on 20001048 == 0.00s
 on 20014035 == 0.00s
 on 20014030 == 0.00s
 on 20007528 == 0.00s
 on 20004073 == 0.00s
 on 20002553 == 0.00s
 on 20014096 == 0.00s
 on 20003525 == 0.00s
 on 20015518 == 0.00s
 on 20001519 == 0.00s
 on 20016434 == 0.00s
 on 20001552 == 0.00s
 on 20001583 == 0.00s
 on 20016459 == 0.00s
 on 20010024 == 0.00s
 on 20003549 == 0.00s
 on 20011569 == 0.00s
 on 20016297 == 0.00s
 on 20011558 == 0.00s
 on 20010523 == 0.00s
 on 20010094 == 0.00s
 on 20012082 == 0.00s
 on 20015502 == 0.00s
 on 20012085 == 0.00s
 on 20014513 == 0.00s
 on 20003507 == 0.00s
 on 19263 == -.@val*100 ^FF0000หาร 1000^000000s
 on 19249 == -.@val*100 ^FF0000หาร 1000^000000s
 combo 2204+420425 == -((100*.@c)+(100*.@e)) ^FF0000หาร 1000^000000s
 on 5464 ==  -80*.@r ^FF0000หาร 1000^000000s
 on 400368 ==    -15*(.@r-11) ^FF0000หาร 1000^000000s
 on 400082 ==    -100*.@r ^FF0000หาร 1000^000000s
 on 400470 ==    -100*(min((.@r-10) กับ 15)/1) ^FF0000หาร 1000^000000s
 on 19296 ==    -100*(min((.@r-10) กับ 15)/1) ^FF0000หาร 1000^000000s
 on 400467 ==    -100*(min((.@r-10) กับ 15)/1) ^FF0000หาร 1000^000000s
 on 19308 ==    -100*(min((.@r-10) กับ 15)/1) ^FF0000หาร 1000^000000s
 on 19300 ==    -100*(min((.@r-10) กับ 15)/1) ^FF0000หาร 1000^000000s
 on 400083 ==    -100*(.@r/3) ^FF0000หาร 1000^000000s
 on 400083 ==    -100*(.@r/3) ^FF0000หาร 1000^000000s
 on 400547 ==    -100*(.@r/3) ^FF0000หาร 1000^000000s
 on 22238 ==    .@val ^FF0000หาร 1000^000000s
 on 22171 ==    .@val ^FF0000หาร 1000^000000s
 on 470181 ==    .@val ^FF0000หาร 1000^000000s

F. Cast | Abyss Square
 combo 29371+312397 == -1.5s

F. Cast | Acidified Zone Fire
 combo 29509+311902 == -0.5s

F. Cast | Acidified Zone Ground
 combo 29509+311902 == -0.5s

F. Cast | Acidified Zone Water
 combo 29509+311902 == -0.5s

F. Cast | Acidified Zone Wind
 combo 29509+311902 == -0.5s

F. Cast | All Bloom
 combo 29371+311891 == -1s
 combo 29371+312927 == -0.5s

F. Cast | Arbitrium
 combo 29371+312645 == -1s
 combo 29371+311897 == -0.5s

F. Cast | Catnip Meteor
 combo 490539+550014 == -3s

F. Cast | Cold Bolt
 on 540110 == 2.5s
 on 540091 == 2.5s
 on 540057 == 10s
 combo 26152+4416 == 10s

F. Cast | Conflagration
 combo 29371+312941 == -1s
 combo 29371+311896 == -0.5s

F. Cast | Crescive Bolt
 combo 29509+311895 == -0.5s

F. Cast | Crimson Arrow
 combo 29371+311891 == -1s

F. Cast | Cross Rain
 combo 29371+313278 == -1s
 combo 29371+313277 == -0.5s

F. Cast | Crystal Impact
 combo 29371+311891 == -1s
 combo 29371+312927 == -0.5s

F. Cast | Deep Blind Trap
 combo 29509+313346 == -1.5s

F. Cast | Destructive Hurricane
 combo 29371+311891 == -1s
 combo 29371+312927 == -0.5s

F. Cast | Diamond Storm
 combo 29371+311896 == -0.5s

F. Cast | Double Casting
 on 29433 == -0.4s

F. Cast | Dragon Breath
 on 400177 == -0.2s

F. Cast | Dragon Breath - Water
 on 400177 == -0.2s

F. Cast | Duple Light
 on 590006 == -0.5s

F. Cast | Fire Ball
 on 460065 == -0.3s
 on 460064 == -0.3s

F. Cast | Fire Bolt
 on 540110 == 2.5s
 on 540091 == 2.5s
 on 540057 == 10s
 combo 26152+4433 == 10s

F. Cast | Focused Arrow Strike
 on 29429 == -0.5s

F. Cast | Framen
 combo 29371+311897 == -0.5s

F. Cast | Frozen Slash
 combo 29371+311891 == -1s

F. Cast | Full Moon Kick
 combo 29509+312843 == -1s

F. Cast | Gale Storm
 combo 29509+311895 == -0.5s

F. Cast | Howling of Mandragora
 combo 490206+450100 == -0.5s

F. Cast | Hyunrok Breeze
 combo 29371+313330 == -1s
 combo 29371+313321 == -0.5s

F. Cast | Hyunrok Cannon
 combo 29371+313321 == -0.5s

F. Cast | Judgement Cross
 combo 29371+313277 == -0.5s

F. Cast | Lightning Bolt
 on 540110 == 2.5s
 on 540091 == 2.5s
 on 540057 == 10s
 combo 31002+28629 == 10s

F. Cast | Lightning Land
 combo 29371+312941 == -1s
 combo 29371+311896 == -0.5s

F. Cast | Meteor Storm Buster
 combo 29371+312960 == -1.5s

F. Cast | Pneumaticus Procella
 combo 29371+311897 == -0.5s

F. Cast | Reverberation
 on 580027 == -0.5s
 on 580023 == -0.5s
 on 580013 == -0.5s
 on 580010 == -0.5s
 on 580009 == -0.5s
 on 580002 == -0.5s
 on 570027 == -0.5s
 on 570023 == -0.5s
 on 570013 == -0.5s
 on 570010 == -0.5s
 on 570009 == -0.5s
 on 570002 == -0.5s
 combo 580008+22133 == -0.5s

F. Cast | Rhythm Shooting
 combo 29509+311901 == -0.5s

F. Cast | Rock Down
 combo 29371+311891 == -1s

F. Cast | Rose Blossom
 combo 29509+311901 == -0.5s

F. Cast | Solid Trap
 combo 29509+313346 == -1.5s

F. Cast | Spark Blaster
 combo 29509+313280 == -0.5s

F. Cast | Storm Cannon
 combo 29371+311891 == -1s

F. Cast | Terra Drive
 combo 29371+311896 == -0.5s

F. Cast | Triple Laser
 combo 29509+313280 == -0.5s

F. Cast | Venom Swamp
 combo 29371+312941 == -1s
 combo 29371+311896 == -0.5s

F. Cast | Violent Quake
 combo 29371+311891 == -1s
 combo 29371+312927 == -0.5s

V. Cast % (All)
 on 5972 == -readparam(bint)/30
 on 311005 == -getskilllv("wm_lesson")
 on 311430 == -getskilllv("nc_researchfe")
 on 310187 == -getskilllv("cr_trust")
 on 5226 == -getrefine()
 on 5622 == -getrefine()
 combo 2620+2747 == -getequiprefinerycnt(eqi_hand_r)/2
 combo 1473+2711 == -getequiprefinerycnt(eqi_hand_r)
 on 20004288 == -9
 on 20013213 == -9
 on 20017033 == -9
 on 20001296 == -9
 on 20001287 == -9
 on 20011210 == -9
 on 20017077 == -9
 on 20017082 == -9
 on 20010799 == -9
 on 20008238 == -9
 on 20008243 == -9
 on 20008258 == -9
 on 20008276 == -9
 on 20010794 == -9
 on 20000790 == -9
 on 20017131 == -9
 on 20000773 == -9
 on 20011218 == -9
 on 20011228 == -9
 on 20007761 == -9
 on 20012207 == -9
 on 20012741 == -9
 on 20012724 == -9
 on 20006737 == -9
 on 20006748 == -9
 on 20006769 == -9
 on 20012276 == -9
 on 20011755 == -9
 on 20011252 == -9
 on 20007226 == -9
 on 20007241 == -9
 on 20007260 == -9
 on 20011705 == -9
 on 20011299 == -9
 on 20017003 == -9
 on 20010731 == -9
 on 20000720 == -9
 on 20017147 == -9
 on 20009712 == -9
 on 20017364 == -9
 on 311456 == -9
 on 311451 == -9
 on 20004787 == -9
 on 20017389 == -9
 on 20004728 == -9
 on 20009715 == -9
 on 20017333 == -9
 on 20009726 == -9
 on 20009747 == -9
 on 20009763 == -9
 on 20009780 == -9
 on 20004730 == -9
 on 20017489 == -9
 on 312791 == -9
 on 20010242 == -9
 on 20000719 == -9
 on 20008785 == -9
 on 20017158 == -9
 on 20008700 == -9
 on 20010725 == -9
 on 20010713 == -9
 on 20008758 == -9
 on 20010294 == -9
 on 20010292 == -9
 on 20009290 == -9
 on 20000268 == -9
 on 20017285 == -9
 on 20017297 == -9
 on 20017301 == -9
 on 20010251 == -9
 on 20009272 == -9
 on 20006713 == -9
 on 20001745 == -9
 on 20002707 == -9
 on 20003260 == -9
 on 20005702 == -9
 on 20005705 == -9
 on 20005716 == -9
 on 20015753 == -9
 on 20014713 == -9
 on 20014703 == -9
 on 20014252 == -9
 on 20013789 == -9
 on 20014249 == -9
 on 20003224 == -9
 on 20003220 == -9
 on 20014213 == -9
 on 20014212 == -9
 on 20014211 == -9
 on 20003709 == -9
 on 20003715 == -9
 on 20014722 == -9
 on 20003728 == -9
 on 20003747 == -9
 on 20003774 == -9
 on 20003794 == -9
 on 20005252 == -9
 on 20005227 == -9
 on 20005225 == -9
 on 20014794 == -9
 on 20015205 == -9
 on 20005207 == -9
 on 20015214 == -9
 on 20015219 == -9
 on 20015246 == -9
 on 20015270 == -9
 on 20006227 == -9
 on 20005778 == -9
 on 20002744 == -9
 on 20013711 == -9
 on 20002774 == -9
 on 20013249 == -9
 on 20002720 == -9
 on 20002780 == -9
 on 20013703 == -9
 on 20002711 == -9
 on 20013257 == -9
 on 20002708 == -9
 combo 19439+20749 == -8*(readparam(bint)/30)
 on 20014724 == -8
 on 20014790 == -8
 on 20012704 == -8
 on 20017303 == -8
 on 20012702 == -8
 on 310568 == -8
 on 20017384 == -8
 on 20004275 == -8
 on 20015722 == -8
 on 500039 == -8
 on 20014729 == -8
 on 20017374 == -8
 on 20012719 == -8
 on 310301 == -8
 on 20012246 == -8
 on 20013291 == -8
 on 20013784 == -8
 on 310572 == -8
 on 20017391 == -8
 on 20013244 == -8
 on 310629 == -8
 on 20015294 == -8
 on 20015279 == -8
 on 310576 == -8
 on 310576 == -8
 on 310576 == -8
 on 310576 == -8
 on 310568 == -8
 on 310572 == -8
 on 310572 == -8
 on 20015208 == -8
 on 310572 == -8
 on 20017416 == -8
 on 470154 == -8
 on 20013296 == -8
 on 20010257 == -8
 on 20017295 == -8
 on 450131 == -8
 on 20010769 == -8
 on 20017131 == -8
 on 24396 == -8
 on 310777 == -8
 on 20010787 == -8
 on 550013 == -8
 on 20017126 == -8
 on 20011275 == -8
 on 420199 == -8
 on 20017293 == -8
 on 20017114 == -8
 on 20014201 == -8
 on 410019 == -8
 on 4813 == -8
 on 20011207 == -8
 on 20013752 == -8
 on 20011211 == -8
 on 410091 == -8
 on 550012 == -8
 on 20015787 == -8
 on 20015783 == -8
 on 20012778 == -8
 on 20017035 == -8
 on 450376 == -8
 on 20010268 == -8
 on 20017261 == -8
 on 20011735 == -8
 on 20011732 == -8
 on 450375 == -8
 on 20011730 == -8
 on 20014718 == -8
 on 20017227 == -8
 on 20017218 == -8
 on 20011706 == -8
 on 20017189 == -8
 on 20015763 == -8
 on 20017183 == -8
 on 20017160 == -8
 on 20015768 == -8
 on 20017496 == -8
 on 20017375 == -8
 on 310568 == -8
 on 20007723 == -8
 on 20006786 == -8
 on 20006786 == -8
 on 20002235 == -8
 on 20002227 == -8
 on 20002214 == -8
 on 20007244 == -8
 on 20007251 == -8
 on 20007293 == -8
 on 20001789 == -8
 on 20001734 == -8
 on 20007769 == -8
 on 20008724 == -8
 on 20007779 == -8
 on 20007792 == -8
 on 20001287 == -8
 on 20001224 == -8
 on 20008211 == -8
 on 20008218 == -8
 on 20000799 == -8
 on 20000780 == -8
 on 20000753 == -8
 on 20000739 == -8
 on 20006703 == -8
 on 20002727 == -8
 on 20002749 == -8
 on 20002756 == -8
 on 20004230 == -8
 on 20004216 == -8
 on 20005222 == -8
 on 20004796 == -8
 on 20003746 == -8
 on 20005747 == -8
 on 20005756 == -8
 on 20005778 == -8
 on 20005786 == -8
 on 20003258 == -8
 on 20006204 == -8
 on 20006214 == -8
 on 20006226 == -8
 on 20006237 == -8
 on 20006262 == -8
 on 20006278 == -8
 on 20006292 == -8
 on 20002792 == -8
 on 20002771 == -8
 on 20002766 == -8
 on 20002758 == -8
 on 20008708 == -8
 on 20002237 == -8
 on 20009250 == -8
 on 311107 == -8
 on 311107 == -8
 on 312070 == -8
 combo 28479+22125+28480 == -8
 on 20000226 == -8
 on 311107 == -8
 on 311403 == -8
 on 312070 == -8
 on 20009735 == -8
 on 312070 == -8
 on 20009218 == -8
 on 20000245 == -8
 on 20009734 == -8
 on 20008735 == -8
 on 311107 == -8
 on 20008742 == -8
 on 20009704 == -8
 on 311345 == -8
 combo 300367+300365 == -8
 combo 32229+15388+15389 == -8
 on 20009248 == -8
 on 312070 == -8
 combo 28481+22126+28482 == -8
 combo 15481+490386 == 8
 combo 470096+490140 == -70
 on 27416 == -70
 on 27413 == -70
 on 27414 == -70
 on 27415 == -70
 on 29045 == -70
 on 29176 == -70
 on 29223 == -70
 combo 29045+450189 == -70
 on 450190 == -7
 on 20006285 == -7
 on 20013710 == -7
 on 20006285 == -7
 on 20013725 == -7
 on 20006285 == -7
 on 450150 == -7
 on 20008732 == -7
 on 450267 == -7
 on 450268 == -7
 on 480268 == -7
 on 480186 == -7
 on 480160 == -7
 on 480125 == -7
 on 480090 == -7
 on 480021 == -7
 on 480017 == -7
 on 20010238 == -7
 on 20002717 == -7
 on 20010219 == -7
 on 20013255 == -7
 on 20010217 == -7
 on 20010203 == -7
 on 470334 == -7
 on 20002758 == -7
 on 470074 == -7
 on 450300 == -7
 on 460018 == -7
 on 20003213 == -7
 on 20013797 == -7
 on 20005212 == -7
 on 20003750 == -7
 on 20003786 == -7
 on 20014744 == -7
 on 20014788 == -7
 on 20877 == -7
 on 20005217 == -7
 on 20015206 == -7
 on 20004207 == -7
 on 28563 == -7
 on 20004209 == -7
 on 20015239 == -7
 on 20004215 == -7
 on 310879 == -7
 on 20004255 == -7
 on 16088 == -7
 on 15399 == -7
 on 20009766 == -7
 on 20003724 == -7
 on 20005730 == -7
 on 20009736 == -7
 on 311345 == -7
 on 20006203 == -7
 on 20014212 == -7
 on 20012755 == -7
 on 20003242 == -7
 on 20014296 == -7
 on 26151 == -7
 on 20003293 == -7
 on 22208 == -7
 on 20004702 == -7
 on 20005790 == -7
 on 20014704 == -7
 on 20014711 == -7
 on 20005782 == -7
 on 20005763 == -7
 on 20006711 == -7
 on 480355 == -7
 on 20012745 == -7
 on 20000271 == -7
 on 20010281 == -7
 on 20011235 == -7
 on 20007741 == -7
 on 20011259 == -7
 on 20001704 == -7
 on 20011279 == -7
 on 20001731 == -7
 on 590067 == -7
 on 580053 == -7
 on 570052 == -7
 on 550122 == -7
 on 20000229 == -7
 on 550013 == -7
 on 550012 == -7
 on 20001794 == -7
 on 20007296 == -7
 on 20011721 == -7
 on 20000257 == -7
 on 20001291 == -7
 on 20009228 == -7
 on 20010292 == -7
 on 20008718 == -7
 on 300173 == -7
 on 20000706 == -7
 on 20000719 == -7
 on 20000726 == -7
 on 300526 == -7
 on 300527 == -7
 on 20000782 == -7
 on 20000796 == -7
 on 20008754 == -7
 on 20004709 == -7
 on 20010295 == -7
 on 20008770 == -7
 on 20001234 == -7
 on 20001263 == -7
 on 20001268 == -7
 on 20001285 == -7
 on 313535 == -7
 on 20011749 == -7
 on 20006715 == -7
 on 490053 == -7
 on 490049 == -7
 on 490047 == -7
 on 490045 == -7
 on 490018 == -7
 on 490017 == -7
 on 480404 == -7
 on 480403 == -7
 on 480402 == -7
 on 480401 == -7
 on 480357 == -7
 on 480356 == -7
 on 480354 == -7
 on 20002275 == -7
 on 20009293 == -7
 on 312902 == -7
 on 20006734 == -7
 on 20012735 == -7
 on 490051 == -7
 on 490055 == -7
 on 20002208 == -7
 on 490057 == -7
 on 540077 == -7
 on 20011777 == -7
 on 20011791 == -7
 on 530050 == -7
 on 500013 == -7
 on 20012229 == -7
 on 20009259 == -7
 on 20012253 == -7
 on 20012260 == -7
 on 20012274 == -7
 on 310858 == -7
 on 490137 == -7
 on 490067 == -7
 on 490065 == -7
 on 490063 == -7
 on 490061 == -7
 on 490059 == -7
 on 310709 == -7
 on 550030 == -7
 combo 470333+450440 == -7
 on 20017062 == -7
 on 20017094 == -7
 on 20017099 == -7
 combo 470116+450206 == -7
 combo 400111+4374 == -7
 on 20017345 == -7
 combo 15225+20872+22155+28544 == -7
 on 20017205 == -7
 on 20017463 == -7
 on 20017436 == -7
 on 1872 == -7
 combo 15226+20873+22156+28545 == -7
 on 20017238 == -7
 on 20017399 == -7
 combo 15390+20945+22206 == -7
 on 20017391 == -7
 combo 19203+29350 == -7
 on 20017309 == -7
 on 20015794 == -7
 on 20017128 == -7
 combo 450300+470216+480353 == -7
 on 20017055 == -7
 on 1334 == -7
 on 20015715 == -7
 on 20015745 == -7
 on 20015741 == -7
 on 700064 == 7
 on 800017 == 7
 on 840011 == 7
 on 630020 == 7
 on 640038 == 7
 on 19426 == -6*getskilllv("so_el_sympathy")
 on 20009781 == -6
 on 20013281 == -6
 on 20015702 == -6
 on 20010203 == -6
 on 20017349 == -6
 on 20014712 == -6
 on 310300 == -6
 on 310568 == -6
 on 20014712 == -6
 on 20003755 == -6
 on 20014701 == -6
 on 20017424 == -6
 on 20009757 == -6
 on 20008202 == -6
 on 20002714 == -6
 on 20013225 == -6
 on 20014769 == -6
 on 20017441 == -6
 on 20002209 == -6
 on 20003739 == -6
 on 20015752 == -6
 on 20008249 == -6
 on 20017484 == -6
 on 20017487 == -6
 on 310624 == -6
 on 20017491 == -6
 on 20013255 == -6
 on 310776 == -6
 on 20013258 == -6
 on 20011716 == -6
 on 20011776 == -6
 on 20011286 == -6
 on 20017100 == -6
 on 20001235 == -6
 on 20001238 == -6
 on 20001259 == -6
 on 20017074 == -6
 on 20017062 == -6
 on 20006229 == -6
 on 20011296 == -6
 on 4814 == -6
 on 20010771 == -6
 on 20011277 == -6
 on 20001291 == -6
 on 20017003 == -6
 on 20007794 == -6
 on 20007755 == -6
 on 20011246 == -6
 on 20017016 == -6
 on 20017039 == -6
 on 20017111 == -6
 on 20006267 == -6
 on 20005721 == -6
 on 20007232 == -6
 on 20010246 == -6
 on 20017304 == -6
 on 20017281 == -6
 on 20011720 == -6
 on 20017257 == -6
 on 20017246 == -6
 on 20011706 == -6
 on 20002772 == -6
 on 20017227 == -6
 on 20006282 == -6
 on 20017212 == -6
 on 20001780 == -6
 on 20001207 == -6
 on 20001769 == -6
 on 20006299 == -6
 on 20006299 == -6
 on 20017183 == -6
 on 20010728 == -6
 combo 28475+22123+28476 == -6
 on 20001225 == -6
 on 20000235 == -6
 on 20012246 == -6
 on 312790 == -6
 on 20004782 == -6
 combo 19139+19020 == -6
 on 20008721 == -6
 on 311455 == -6
 on 20012212 == -6
 on 20015241 == -6
 on 20000271 == -6
 combo 19139+19020 == -6
 on 20009285 == -6
 on 20012237 == -6
 combo 28477+22124+28478 == -6
 on 20000763 == -6
 combo 22123+28455+28456 == -6
 on 20005231 == -6
 on 20012733 == -6
 on 20000266 == -6
 on 20000266 == -6
 on 20000265 == -6
 on 20000227 == -6
 on 20004248 == -6
 on 312901 == -6
 on 20012749 == -6
 on 20012298 == -6
 on 20012718 == -6
 on 20009241 == -6
 on 20006756 == -6
 on 20012768 == -6
 on 20008762 == -6
 on 18572 == -6
 on 20008289 == -6
 on 20008777 == -6
 on 20006725 == -6
 on 20008705 == -6
 on 20008791 == -6
 on 20009210 == -6
 on 20008705 == -6
 combo 29156+29157+29158 == -6
 on 20003792 == -6
 on 311402 == -6
 combo 19139+19020 == -6
 on 20008742 == -6
 on 311450 == -6
 on 20008742 == -6
 on 19138 == 6
 on 5655 == -50
 on 470105 == -50
 on 2899 == -50
 on 4412 == -50
 combo 1620+19020 == -50
 on 18838 == -50
 on 470106 == -50
 on 2709 == -50
 on 28579 == -5+.@a
 on 300244 == 5-.@r
 on 300245 == 5-.@r
 on 300246 == 5-.@r
 on 300247 == 5-.@r
 on 490218 == -5-.@b
 combo 19266+2535 == -5*getequiprefinerycnt(eqi_garment)/2
 combo 29598+300537+480427 == -5*.@r
 on 20902 == -5*(getrefine()/3)
 on 19485 == -5*(.@r/3)
 on 19487 == -5*(.@r/3)
 on 15083 == -5*(.@r/3)
 on 27425 == -5*(.@r/2)
 combo 19266+20813 == -5*(.@r/2)
 on 18970 == -5-(getrefine()/2)
 on 580090 == -5
 on 580090 == -5
 combo 470017+480014+490015+450049 == -5
 combo 312639+312014 == -5
 on 570090 == -5
 combo 312424+312014 == -5
 on 570090 == -5
 combo 29585+300288 == -5
 combo 470017+480014+490015+450048 == -5
 combo 312452+312021 == -5
 on 20011228 == -5
 on 20017016 == -5
 combo 312642+312021 == -5
 on 20017031 == -5
 on 550190 == -5
 combo 400483+480339 == -5
 on 480545 == -5
 on 20017014 == -5
 on 20017004 == -5
 on 20016554 == -5
 on 620010 == -5
 combo 470017+480014+490015+450041 == -5
 on 20006686 == -5
 on 590111 == -5
 on 630060 == -5
 combo 470017+480014+490015+450041 == -5
 on 590111 == -5
 on 590066 == -5
 on 640011 == -5
 on 490015 == -5
 on 640047 == -5
 on 20001643 == -5
 on 490014 == -5
 on 480511 == -5
 combo 312427+312021 == -5
 on 490306 == -5
 on 20001751 == -5
 on 490302 == -5
 on 20012262 == -5
 on 20016764 == -5
 on 500134 == -5
 on 490301 == -5
 on 500120 == -5
 on 500081 == -5
 on 500013 == -5
 on 20012211 == -5
 on 20017041 == -5
 combo 470021+480019+490020+450112 == -5
 on 490621 == -5
 on 490581 == -5
 combo 470017+480014+490015+450043 == -5
 on 20002291 == -5
 on 490303 == -5
 combo 400483+480323 == -5
 on 490304 == -5
 on 20002287 == -5
 on 20002284 == -5
 combo 470017+480014+490015+450042 == -5
 on 490572 == -5
 on 490557 == -5
 on 20002267 == -5
 on 490510 == -5
 combo 470017+480014+490015+450043 == -5
 on 20002231 == -5
 combo 470017+480014+490015+450042 == -5
 on 490508 == -5
 on 490452 == -5
 on 490307 == -5
 on 510123 == -5
 on 20012268 == -5
 combo 19393+32243 == -5
 on 510124 == -5
 combo 400483+480322 == -5
 on 20001773 == -5
 combo 470017+480014+490015+450048 == -5
 combo 470017+480014+490015+450046 == -5
 on 550082 == -5
 on 20016695 == -5
 on 20006743 == -5
 on 20007266 == -5
 on 20006753 == -5
 on 550081 == -5
 combo 470017+480014+490015+450046 == -5
 on 20007253 == -5
 on 540115 == -5
 on 490127 == -5
 on 490305 == -5
 combo 490266+420136 == -5
 on 20011746 == -5
 on 490235 == -5
 combo 450270+470197+480283 == -5
 on 20006779 == -5
 on 490264 == -5
 on 530076 == -5
 on 490299 == -5
 combo 450271+470198+480284 == -5
 on 490300 == -5
 on 530049 == -5
 on 510127 == -5
 on 20012296 == -5
 on 510126 == -5
 on 490623 == -5
 combo 470021+480019+490020+450112 == -5
 on 20017047 == -5
 combo 28974+18609 == -5
 combo 470019+480017+490018+450082 == -5
 combo 470019+480017+490018+450082 == -5
 combo 470019+480017+490018+450084 == -5
 combo 470019+480017+490018+450084 == -5
 on 20000755 == -5
 combo 470019+480017+490018+450085 == -5
 combo 24326+24327 == -5
 on 20000749 == -5
 on 312016 == -5
 combo 470019+480017+490018+450085 == -5
 on 20000737 == -5
 on 312094 == -5
 on 312094 == -5
 on 20000733 == -5
 on 312674 == -5
 combo 470019+480017+490018+450079 == -5
 combo 470019+480017+490018+450079 == -5
 combo 480147+450202+470110 == -5
 on 311345 == -5
 combo 480146+450200+470109 == -5
 combo 460021+490160 == -5
 combo 460021+490160 == -5
 on 20009772 == -5
 combo 490124+490125 == -5
 on 20008256 == -5
 on 20009748 == -5
 combo 490033+400043 == -5
 combo 15484+32237 == -5
 combo 470019+480017+490018+450078 == -5
 on 20008268 == -5
 on 20009713 == -5
 combo 15390+20945+22206 == -5
 combo 470019+480017+490018+450078 == -5
 on 20008282 == -5
 combo 470020+480018+490019+450100 == -5
 combo 19299+5966 == -5
 combo 470020+480018+490019+450100 == -5
 on 312900 == -5
 combo 470021+480019+490020+450119 == -5
